Births;1800;1801;1802;1803;1804;1805;1806;1807;1808;1809;1810;1811;1812;1813;1814;1815;1816;1817;1818;1819;1820;1821;1822;1823;1824;1825;1826;1827;1828;1829;1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;1843;1844;1845;1846;1847;1848;1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
Swaziland;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3981;3983;3984;3986;3987;3988;3990;3991;3992;3994;3995;3996;3998;3999;4001;4002;4003;4005;4006;4007;4009;4010;4012;4013;4014;4016;4017;4018;4020;4021;4023;4024;4025;4027;4028;4029;4031;4032;4033;4035;4036;4038;4039;4040;4042;4043;4044;4046;4047;4049;4063;4090;4100;4149;4216;4301;4404;4499;4655;4817;4953;5101;5173;5193;5213;5234;5255;5275;5294;5313;5332;5384;5471;5592;5716;5843;5972;6105;6240;6378;6711,2380952381;7044,47619047619;7377,71428571429;7710,95238095238;8044,19047619048;8377,42857142857;8710,66666666667;9043,90476190476;9377,14285714286;9710,38095238095;10043,619047619;10376,8571428571;10710,0952380952;11043,3333333333;11376,5714285714;11709,8095238095;12043,0476190476;12376,2857142857;12709,5238095238;13042,7619047619;13376;13512;13793;14088;14398;14722;15063;15419;15791;16183;16594;17029;17488;17973;18485;19024;19589;20179;20790;21419;22060;22710;23364;24024;24691;25366;26054;26761;27492;28253;29064;29952;30914;31931;32967;33971;34882;35649;36235;36623;36799;36769;36580;36285;35924;35539;35165;34825;34543;34344;34248;34266;34381;34574;34833;35144;35495;35867;36240;36593;36911;37181;37402;37572;37684;37733
Sweden;67614;70724;74872;74519;76366;76484;74562;75768;73892;64420;80002;86111;82305;73329;77369;86787;88775;84551;86265;84776;85444;92685;94711;98163;92998;99191;95664;86819;94162;98578;93973;87906;89839;100256;100111;97860;96252;94087;90395;91548;98481;95920;101041;99172;104594;103277;99253;98968;102403;111904;109719;110327;107821;111322;120120;115037;115207;119944;129927;132047;132668;125194;129502;131608;132809;130864;133253;125224;112594;116839;120147;128092;127545;131828;133049;135424;134962;136905;132362;136439;132230;131919;134092;133061;138909;137068;139329;139537;136081;131860;133609;135919;130513;133181;132817;135602;134988;133411;136552;133722;137982;139161;137302;134180;135367;135842;137078;137118;139039;139441;135461;132811;132799;130368;129830;123454;122123;121127;118201;115428;138627;127333;116626;113354;109116;106462;102275;98296;98183;93099;94078,4285714286;95057,8571428571;96037,2857142857;97016,7142857143;97996,1428571429;98975,5714285714;99955;100934,428571429;101913,857142857;102893,285714286;103872,714285714;104852,142857143;105831,571428571;106811;107790,428571429;108769,857142857;109749,285714286;110728,714285714;111708,142857143;112687,571428571;113667;112404;110127;108350;107074;106296;106010;106192;106806;107794;109078;110560;112118;113615;114923;115914;116499;116665;116410;115714;114528;112817;110657;108174;105503;102782;100140;97716;95662;94126;93308;93376;94306;96006;98360;101279;104655;108234;111688;114696;116730;117266;116180;113575;109688;105032;100285;96142;93139;91537;91436;92700;94839;97397;100138;102835;105327;107586;109596;111313;112754;113996;115161;116336;117535;118750
Switzerland;54762;54992;55224;55456;55689;55924;56159;56395;56633;56871;57128;57374;57623;57878;58138;58402;58672;58947;59227;59512;59803;60100;60400;60707;61019;61337;61660;61988;62322;62663;63009;63365;63726;64094;64468;64850;65238;65632;66034;66442;66858;67285;67704;68117;68534;68955;69381;69809;70239;70671;71102;69717;69681;67386;66058;62722;70103;70876;75053;79615;78589;77995;79156;82360;82911;82191;84035;81224;79408;81815;79253;79802;80346;80552;82941;87269;90533;88877;87423;85657;83560;84597;82438;81676;81500;80114;80787;81396;81255;81468;79067;84473;83679;85061;84057;84946;88427;90130;91866;94612;94301;96791;96216;93648;94466;94246;95418;93953;96112;93932;92713;91442;90117;88677;86763;75651;73264;71693;71801;71927;71779;72546;73320;74184;72686;71505;70127;69087;67843;67109;67858,5238095238;68608,0476190476;69357,5714285714;70107,0952380952;70856,6190476191;71606,1428571429;72355,6666666667;73105,1904761905;73854,7142857143;74604,2380952381;75353,7619047619;76103,2857142857;76852,8095238095;77602,3333333333;78351,8571428571;79101,3809523809;79850,9047619048;80600,4285714286;81349,9523809524;82099,4761904762;82849;82610;82402;82732;83601;85002;86915;89292;92052;95063;98158;101144;103803;105929;107367;107959;107614;106424;104516;101988;98926;95418;91627;87756;84007;80609;77753;75503;73883;72914;72567;72752;73298;74041;74885;75778;76712;77705;78741;79753;80665;81402;81918;82180;82161;81811;81094;80066;78822;77466;76146;75019;74197;73758;73742;74143;74905;75903;77021;78202;79420;80677;81987;83344;84709;86033
Syria;63085;63085;63085;63085;63085;63085;63085;63085;63085;63085;63085;63095;63116;63146;63187;63238;63299;63371;63453;63545;63648;63761;63885;64019;64164;64320;64486;64663;64851;65049;65258;65478;65699;65920;66142;66365;66589;66814;67039;67265;67491;67719;67947;68176;68406;68637;68868;69100;69333;69567;69801;70033;70266;70499;70733;70968;71204;71440;71677;71915;72154;72401;72656;72919;73190;73470;73757;74054;74358;74671;74993;75323;75662;75970;76329;76698;77076;77443;77848;78265;78683;79098;79521;79946;80368;80798;81230;81659;82096;82535;82976;83420;83866;84314;84765;85218;85674;86132;86593;87056;87521;87989;88455;88928;89404;89882;90362;90839;91325;91813;92304;92796;93292;94080;95165;96553;97961;99389;100845;102321;103819;105338;106879;108444;110031;111641;113579;115396;117241;119116;121929,095238095;124742,19047619;127555,285714286;130368,380952381;133181,476190476;135994,571428571;138807,666666667;141620,761904762;144433,857142857;147246,952380952;150060,047619048;152873,142857143;155686,238095238;158499,333333333;161312,428571429;164125,523809524;166938,619047619;169751,714285714;172564,80952381;175377,904761905;178191;180078;183950;188019;192286;196748;201398;206235;211249;216422;221741;227201;232818;238637;244737;251259;258362;266133;274608;283770;293587;303989;314803;325837;336928;347967;358899;369669;380174;390259;399769;408580;416628;423852;430179;435379;439207;441744;443265;444147;445134;447090;450523;455627;462287;469928;477659;484542;489932;493651;496029;497766;499619;501998;504801;507540;509463;509783;507949;503802;497000;487325;475454;462428;449324;437841
Taiwan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tajikistan;19116;19116;19116;19116;19116;19116;19116;19116;19116;19116;19116;19124;19141;19166;19200;19243;19294;19354;19423;19502;19589;19685;19791;19905;20030;20163;20307;20460;20623;20795;20978;21171;21365;21561;21759;21959;22161;22364;22570;22777;22986;23197;23410;23625;23842;24061;24282;24505;24730;24958;25187;25415;25646;25879;26114;26351;26591;26832;27076;27322;27570;27820;28073;28328;28585;28844;29106;29371;29637;29906;30178;30452;30728;30999;31280;31564;31851;32132;32424;32718;33015;33308;33610;33915;34217;34527;34841;35151;35471;35793;36118;36446;36777;37110;37447;37787;38131;38477;38826;39179;39534;39893;40250;40616;40984;41356;41732;42103;42485;42871;43260;43650;44047;44447;44850;45258;45668;46083;46508;46935;47366;47801;48240;48683;49130;49581;50037;50496;50960;51428;52394,9523809524;53361,9047619048;54328,8571428571;55295,8095238095;56262,7619047619;57229,7142857143;58196,6666666667;59163,619047619;60130,5714285714;61097,5238095238;62064,4761904762;63031,4285714286;63998,380952381;64965,3333333333;65932,2857142857;66899,2380952381;67866,1904761905;68833,1428571429;69800,0952380952;70767,0476190476;71734;73697;77474;80957;84144;87039;89648;91988;94087;95991;97757;99455;101163;102959;104904;107074;109520;112218;115118;118174;121235;124115;126732;129101;131323;133627;136308;139626;143753;148736;154647;161491;168998;176809;184590;191921;198392;203757;207840;210529;211770;211630;210431;208518;206135;203442;200531;197516;194598;192053;190204;189332;189559;190955;193575;197525;202863;209343;216595;224251;231839;238894;245085;250155;253921;256305
Tanzania;140378;140378;140378;140378;140378;140378;140378;140378;140378;140378;140378;140402;140449;140520;140615;140734;140878;141045;141236;141452;141693;141958;142247;142561;142900;143264;143652;144066;144505;144969;145458;145973;146490;147008;147528;148050;148574;149100;149627;150157;150688;151221;151756;152293;152832;153373;153916;154461;155007;155556;156106;156634;157163;157695;158228;158763;159299;159838;160378;160921;161465;162010;162558;163108;163659;164212;164767;165324;165883;166444;167007;167571;168138;168699;169269;169841;170416;170985;171563;172143;172725;173303;173889;174477;175061;175653;176247;176838;177436;178035;178637;179241;179847;180455;181064;181676;182290;182906;183525;184145;184767;185392;186014;186643;187274;187907;188542;189173;189813;190454;191098;191742;192390;193040;193692;194347;195004;195663;196365;197060;197758;199597;202607;206815;211111;215496;219972;224540;229204;233646;240548,142857143;247450,285714286;254352,428571429;261254,571428571;268156,714285714;275058,857142857;281961;288863,142857143;295765,285714286;302667,428571429;309569,571428571;316471,714285714;323373,857142857;330276;337178,142857143;344080,285714286;350982,428571429;357884,571428571;364786,714285714;371688,857142857;378591;384254;395721;407466;419491;431796;444385;457265;470450;483961;497825;512071;526735;541845;557424;573457;589910;606767;624044;641788;660128;679219;699127;719844;741295;763284;785554;807897;830196;852447;874771;897383;920536;944410;969050;994429;1020444;1046909;1073670;1100662;1127709;1154631;1181500;1208523;1235979;1264237;1293694;1324738;1357716;1392892;1430765;1471791;1515744;1562063;1610062;1658608;1706422;1752555;1796390;1837701;1876688;1913982;1950692;1987752;2025593;2064371
Thailand;205315;205315;205315;205315;205315;205315;205315;205315;205315;205315;205315;205352;205427;205539;205690;205878;206104;206368;206671;207012;207392;207810;208268;208764;209300;209875;210490;211144;211838;212572;213347;214161;214979;215800;216624;217451;218281;219114;219951;220791;221634;222493;223367;224258;225165;226089;227028;227985;228958;229948;230955;232058;233178;234317;235474;236649;237843;239056;240287;241537;242807;244123;245474;246860;248282;249739;251233;252763;254331;255936;257579;259260;260981;262570;264378;266228;268123;269963;271972;274031;276105;278156;280261;282382;284484;286686;288952;291134;293510;295963;298494;301103;303793;306565;309419;312357;315481;318735;322122;325648;329313;333121;336761;340910;345235;349739;354300;358792;363471;368395;373574;378768;384646;390633;396728;402932;409215;416268;423933;432484;441216;450127;459623;469720;480432;491383;501850;513362;525959;540493;556794,714285714;573096,428571429;589398,142857143;605699,857142857;622001,571428571;638303,285714286;654605;670906,714285714;687208,428571429;703510,142857143;719811,857142857;736113,571428571;752415,285714286;768717;785018,714285714;801320,428571429;817622,142857143;833923,857142857;850225,571428571;866527,285714286;882829;898054;928492;958908;989301;1019700;1050183;1080774;1111566;1142770;1174531;1206875;1239608;1272153;1303547;1332319;1356882;1376153;1389447;1396502;1397465;1392982;1384446;1373165;1359917;1345210;1329223;1311877;1293277;1273838;1253892;1233654;1213289;1193049;1173282;1154504;1137198;1121404;1106952;1093577;1080681;1067494;1053353;1037825;1020788;1002301;982660;962553;942652;923386;905235;888578;873417;859659;847214;835924;825536;815614;805712;795483;784505;772426;759253;745114;730159;714641
Timor-Leste;6189;6189;6189;6189;6189;6189;6189;6189;6189;6189;6189;6192;6199;6209;6222;6239;6259;6283;6310;6341;6375;6413;6455;6500;6550;6603;6659;6720;6785;6854;6927;7003;7081;7160;7239;7319;7401;7483;7566;7650;7734;7820;7907;7995;8083;8173;8264;8355;8448;8542;8637;8732;8828;8925;9023;9123;9223;9325;9428;9531;9636;9743;9850;9958;10068;10179;10291;10404;10519;10635;10752;10870;10990;11107;11229;11353;11478;11600;11728;11857;11988;12116;12249;12384;12517;12655;12794;12932;13074;13218;13364;13511;13660;13810;13963;14116;14272;14429;14588;14749;14911;15075;15238;15406;15576;15747;15921;16092;16269;16448;16629;16811;16996;17183;17373;17564;17757;17953;18153;18354;18558;18763;18972;19182;19395;19610;19785;19920;20013;20107;20122,7619047619;20138,5238095238;20154,2857142857;20170,0476190476;20185,8095238095;20201,5714285714;20217,3333333333;20233,0952380952;20248,8571428571;20264,619047619;20280,380952381;20296,1428571429;20311,9047619048;20327,6666666667;20343,4285714286;20359,1904761905;20374,9523809524;20390,7142857143;20406,4761904762;20422,2380952381;20438;20512;20675;20868;21093;21349;21636;21952;22294;22659;23041;23433;23824;24201;24552;24874;25171;25438;25658;25805;25797;25535;25000;24230;23307;22404;21734;21453;21645;22311;23353;24596;25830;26900;27760;28438;29033;29686;30493;31465;32593;33838;35106;36299;37352;38158;38613;38712;38499;38043;37492;37029;36806;36918;37390;38180;39184;40235;41194;41999;42613;43040;43339;43564;43734;43863
Togo;19600;19600;19600;19600;19600;19600;19600;19600;19600;19600;19600;19609;19625;19650;19683;19725;19776;19835;19903;19979;20065;20159;20263;20376;20498;20629;20770;20920;21080;21249;21428;21617;21807;22000;22193;22389;22586;22785;22986;23189;23393;23599;23807;24017;24229;24442;24658;24875;25094;25315;25539;25762;25987;26215;26444;26675;26909;27144;27381;27621;27862;28106;28352;28600;28850;29102;29357;29614;29873;30134;30398;30663;30932;31194;31467;31742;32020;32293;32575;32860;33147;33430;33723;34018;34309;34609;34912;35212;35520;35830;36144;36460;36779;37101;37425;37752;38083;38416;38752;39091;39433;39777;40120;40471;40825;41182;41542;41898;42265;42634;43007;43381;43761;44143;44529;44919;45312;45708;46112;46518;46928;47342;47759;48180;48605;49033;49465;49901;50341;50785;51545,619047619;52306,2380952381;53066,8571428571;53827,4761904762;54588,0952380952;55348,7142857143;56109,3333333333;56869,9523809524;57630,5714285714;58391,1904761905;59151,8095238095;59912,4285714286;60673,0476190476;61433,6666666667;62194,2857142857;62954,9047619048;63715,5238095238;64476,1428571429;65236,7619047619;65997,3809523809;66758;67076;67727;68410;69124;69871;70660;71501;72417;73447;74635;76029;77677;79610;81841;84386;87248;90372;93684;97114;100564;103935;107175;110252;113157;115914;118580;121245;123983;126831;129829;133002;136319;139726;143178;146586;149849;152910;155746;158372;160817;163134;165437;167844;170451;173379;176735;180530;184744;189342;194268;199441;204730;210002;215155;220086;224729;229089;233180;237005;240580;243944;247164;250302;253398;256472
Tokelau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tonga;840;840;840;840;839;839;839;839;839;839;838;838;838;838;838;838;837;837;837;837;837;837;836;836;836;836;836;836;835;835;835;835;835;835;834;834;834;834;834;834;834;834;834;834;834;834;835;835;835;836;836;837;838;838;839;840;841;842;843;844;846;847;848;849;851;852;853;854;856;857;858;859;861;862;863;865;866;867;868;870;871;872;874;875;876;877;879;880;881;883;884;885;887;888;889;891;896;902;908;916;924;932;941;952;964;977;986;994;1004;1013;1022;1031;1040;1048;1057;1066;1074;1083;1092;1102;1111;1123;1137;1154;1171;1189;1212;1235;1259;1285;1331,95238095238;1378,90476190476;1425,85714285714;1472,80952380952;1519,7619047619;1566,71428571429;1613,66666666667;1660,61904761905;1707,57142857143;1754,52380952381;1801,47619047619;1848,42857142857;1895,38095238095;1942,33333333333;1989,28571428571;2036,2380952381;2083,19047619048;2130,14285714286;2177,09523809524;2224,04761904762;2271;2308;2384;2459;2534;2609;2684;2758;2831;2903;2971;3036;3094;3144;3183;3205;3206;3183;3141;3083;3020;2962;2918;2896;2897;2923;2970;3029;3091;3150;3196;3223;3228;3213;3179;3133;3081;3034;2996;2971;2955;2943;2927;2904;2873;2838;2805;2779;2765;2764;2775;2796;2822;2848;2871;2887;2892;2887;2871;2846;2811;2769;2723;2676;2632;2594
Transnistria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trinidad and Tobago;1914;1914;1914;1914;1914;1914;1914;1914;1914;1914;1914;1914;1916;1919;2068;2075;2083;2092;2102;2114;2126;2139;2154;2169;2186;2204;2223;2243;2264;2287;2310;2335;2360;2386;2411;2437;2464;2490;2517;2544;2571;2601;2632;2666;2701;2739;2779;2822;2867;2914;2965;3018;3075;3134;3196;3262;3330;3402;3477;3556;3638;3724;3814;3906;4002;4100;4202;4308;4417;4529;4645;4765;4889;5003;5135;5271;5412;5545;5696;5852;6013;6167;6336;6509;6580;6661;6684;6696;6712;6725;6733;7023;7323;7634;7956;8290;8604;8921;9245;9575;9914;10159;10406;10650;10896;11144;11106;11053;11001;10943;10880;11119;11358;11576;11772;11947;12133;12094;12044;11989;11652;11759;11851;12208;12559;12892;12763;12642;12549;12492;13160,2857142857;13828,5714285714;14496,8571428571;15165,1428571429;15833,4285714286;16501,7142857143;17170;17838,2857142857;18506,5714285714;19174,8571428571;19843,1428571429;20511,4285714286;21179,7142857143;21848;22516,2857142857;23184,5714285714;23852,8571428571;24521,1428571429;25189,4285714286;25857,7142857143;26526;26735;27178;27672;28215;28804;29421;30047;30644;31141;31461;31533;31296;30738;29901;28886;27829;26875;26143;25689;25533;25647;25935;26320;26771;27299;27938;28696;29544;30419;31217;31826;32163;32177;31850;31186;30226;29071;27820;26542;25289;24098;22975;21937;21015;20243;19640;19199;18905;18748;18718;18801;18969;19188;19428;19660;19866;20034;20156;20214;20195;20089;19905;19653;19343;18984
Tunisia;38213;38241;38270;38299;38327;38356;38384;38413;38442;38471;38500;38538;38586;38644;38711;38789;38876;38973;39080;39198;39326;39463;39612;39770;39939;40119;40309;40510;40721;40944;41177;41421;41667;41914;42162;42413;42664;42917;43172;43428;43685;43944;44205;44467;44731;44996;45263;45531;45801;46073;46346;46636;46927;47220;47515;47811;48110;48410;48713;49017;49323;49643;49977;50327;50691;51070;51464;51874;52300;52742;53200;53675;54166;54599;55129;55677;56245;56787;57406;58046;58694;59330;59992;60662;61322;62006;62698;63383;64090;64805;65528;66259;66998;67745;68501;69265;70038;70819;71610;72408;73216;74033;74844;75679;76523;77377;78240;79091;79974;80866;81768;82673;83596;84710;86023;87540;89083;90653;92214;93811;95435;97088;98769;100479;102219;103990;105790;107622;109486;111382;114017,666666667;116653,333333333;119289;121924,666666667;124560,333333333;127196;129831,666666667;132467,333333333;135103;137738,666666667;140374,333333333;143010;145645,666666667;148281,333333333;150917;153552,666666667;156188,333333333;158824;161459,666666667;164095,333333333;166731;168013;170574;173131;175683;178233;180782;183330;185879;188431;190988;193543;196078;198556;200927;203077;204882;206295;207333;208057;208610;209182;209941;211005;212408;214148;216158;218276;220342;222256;223991;225569;226979;228137;228893;228973;228075;226068;222939;218772;213741;208102;202218;196432;190979;185988;181468;177341;173598;170350;167751;165955;165040;165050;165996;167980;171099;175198;179996;185159;190227;194722;198303;200728;201858;201682
